Identifier	Character	Dialogue	Filename	Line Number	Filename	Identifier
prologue_common_7015ba36	li	But what about at night when I want to stream a movie?	game/script.rpy	721	L10	prologue_common_7015ba36
prologue_common_d0b623c9	an	"We have a dvd player. Make use of that, or stream from the lobby."	game/script.rpy	724		prologue_common_d0b623c9
prologue_common_c609655b		I groan but Anjali shoos me off so she can finish her work.	game/script.rpy	727		prologue_common_c609655b
prologue_common_05b1d45e		"The walk to my cabin is short. Inside, it's beautiful. The cabin has a very rustic charm. There is only one floor, but it has everything I'll need including a bedroom, bathroom, living area and kitchen."	game/script.rpy	734		prologue_common_05b1d45e
prologue_common_96ce7fb1		"I lean my suitcase against the counter in the kitchen and sit at one of the high barstools. This is the perfect place to sit with my coffee and write film scripts. That is, if inspiration strikes again. "	game/script.rpy	737		prologue_common_96ce7fb1
prologue_common_1b0213e8		"I spent years on my first film, Snowdrop. Yet, no one seemed to even bat an eyelash when it was released. I just wonder if making a new film will have the same result. Maybe being in the mountains a bit will benefit me. Who knows? I could use the creative juices."	game/script.rpy	740		prologue_common_1b0213e8
prologue_common_18d220fa		"I have the day off, at least for a few hours. While I'd love to explore, I need to jot some things down before I forget. My mind wanders to the stranger from the train. "	game/script.rpy	743		prologue_common_18d220fa
prologue_common_f7a68036		"What's his story? Er...world class super spy who was following the old woman around? She must have been a world class information broker for a secret organization! Well, probably not. But it'd be fun to write about. "	game/script.rpy	746		prologue_common_f7a68036
prologue_common_df944397		"I pull my notebook out from my bookbag and scrawl ""Identity"" across the top of the first available blank page. A movie about one's self. How we see ourselves versus how others see us. And it all starts with a guy on the train. "	game/script.rpy	749		prologue_common_df944397
prologue_common_418d4385		No! Even better. I'll tell his story through the perspective of the girl who watches the events unfold. It'll be a good juxtaposition of the two seemingly different narratives. 	game/script.rpy	752		prologue_common_418d4385
prologue_common_1f7761dc		"I scribble all of my ideas down before slamming my notebook shut. I should explore Riversone before it gets dark. It wouldn't hurt to know my way around. If I remember my research of the small town correctly, everything closes early. "	game/script.rpy	759		prologue_common_1f7761dc
prologue_common_0e41f95a		I hop off of the tall barstool and head out to tell Anjali of my plans. 	game/script.rpy	762		prologue_common_0e41f95a
prologue_common_31ee1c19		Anjali is still fumbling with the computer when I make my way into the lobby of the Red Turtleneck Inn.	game/script.rpy	768		prologue_common_31ee1c19
prologue_common_3fe956fb		She looks up with a small smile and waves me over. 	game/script.rpy	770		prologue_common_3fe956fb
prologue_common_0b40b72e	an	So how do you like your accommodations?	game/script.rpy	772		prologue_common_0b40b72e
prologue_common_88d89769	li	"They're amazing. Honestly, a breath of fresh air. There's something about looking outside of your window and seeing a vast forest that is so calming. Thanks again for letting me stay."	game/script.rpy	774		prologue_common_88d89769
prologue_common_39506986	an	"Anything for you. Besides like I said, I could use the help. Now, what are your plans?"	game/script.rpy	776		prologue_common_39506986
prologue_common_7450cdb8	li	I was hoping to check out the town before it gets dark. Do you have any suggestions of where I should check out?	game/script.rpy	778		prologue_common_7450cdb8
prologue_common_152b9b08	an	"Well, it depends. Are you hungry?"	game/script.rpy	780		prologue_common_152b9b08
prologue_common_fb43feb3		I grin sheepishly. Is she kidding me? Of course I am.	game/script.rpy	784		prologue_common_fb43feb3
prologue_common_f7e01088	li	Always.	game/script.rpy	786		prologue_common_f7e01088
prologue_common_15ddb6b7	an	"There's a small cafe and gelato shop to the west of here. I think it may be closed for the time being, if I'm not mistaken. East is a souvenir shop and a grocery store."	game/script.rpy	788		prologue_common_15ddb6b7
prologue_common_ddf16b20		Grocery Store! That way I can stock my fridge. It won’t hurt to be prepared. I say a quick goodbye to Anjali before leaving the lobby.	game/script.rpy	795		prologue_common_ddf16b20
prologue_grocery_9cd96d34		"Luckily, I'm able to find my way around Riversone relatively easily. I take my time walking around, letting the cold brisk air caress my cheeks."	game/script.rpy	812		prologue_grocery_9cd96d34
prologue_grocery_54a4afc5		"The scenery of Riversone is truly breathtaking. The tall trees are lush and green, the buildings are composed of a dulled red brick and the storefronts are all decorated with snowmen, reindeer, penguins and the like. "	game/script.rpy	815		prologue_grocery_54a4afc5
prologue_grocery_a4b9ee49		Riversone is a winter town just like in one of those cheesy romantic Christmas movies.	game/script.rpy	818		prologue_grocery_a4b9ee49
prologue_grocery_70752343		"Leighton's Milk and Grocery Store is stocked to the top with local delicacies. Their selection of homemade pies is impressive, but what I'm here for is something much more savory. Maybe fresh cold cuts and chips? Or, how about a roast beef? I'm sure the oven in my cabin works well. "	game/script.rpy	823		prologue_grocery_70752343
prologue_grocery_5117d62e		"I turn down into the meat aisle, only to stop in surprise. The man from the train is standing there. "	game/script.rpy	826		prologue_grocery_5117d62e
prologue_grocery_20c4b222		He's fiddling with his scarf in one hand while the other holds up a pack of organic chicken. I instinctively take a step back and turn on my heels to run. But then I realize that I need some food in this aisle if I want to eat.	game/script.rpy	831		prologue_grocery_20c4b222
prologue_grocery_4d87748d		Ok Lilah. Play it cool. You can do this. Cool as a cucumber.	game/script.rpy	834		prologue_grocery_4d87748d
prologue_grocery_1986ed28		"I pick up a package of chopped meat and flip it over to read the nutritional facts. Really, I'm looking at the man from the corner of my eye. His stature, lazily hunched over a package of cured beef, tells me that he's young. That and the expensive name brand headphones that are peaking out of his winter hat. "	game/script.rpy	837		prologue_grocery_1986ed28
prologue_grocery_f4d6e3fa		"For a moment we meet eyes. He looks up at me, dropping the package into his shopping cart casually. I look away quickly. Does he recognize me?"	game/script.rpy	840		prologue_grocery_f4d6e3fa
prologue_grocery_0c4499c3		"I expect him to look away too, but he doesn't. I feel his steady gaze on my back. It's a little unsettling. That must be how he feels with me staring at him."	game/script.rpy	844		prologue_grocery_0c4499c3
prologue_grocery_0413eedb		Fine. Point taken. I drop the packaged chopped meat back into the fridge where I got it from and head into the next aisle.	game/script.rpy	847		prologue_grocery_0413eedb
prologue_grocery_3473cfdf		"I almost forget why I'm here to begin with. I'm hungry! But I would rather get something else to eat than deal with this guy staring at me, even if I was staring at him first. My bad."	game/script.rpy	850		prologue_grocery_3473cfdf
prologue_grocery_2aa6872d		I'm in the cereal aisle. Whatever. That'll do. I grab the fruitiest thing I can off the shelf and try to find the milk. I purposely traverse the aisles slowly so I can steal glances at the stranger to assure he doesn't approach me.	game/script.rpy	855		prologue_grocery_2aa6872d
prologue_grocery_40418643		He doesn't. Thank goodness. I don't think I can deal with another old lady yelling at me today.	game/script.rpy	858		prologue_grocery_40418643
prologue_cafe_2f92afd6		Gelato sounds delicious right about now. I turn to tell Anjali a quick goodbye. 	game/script.rpy	864		prologue_cafe_2f92afd6
prologue_cafe_5f3cca31	an	Lilah! Wait! On your way back can you pick up some white bread for me? I can't have jam and toast in the morning without it.	game/script.rpy	868		prologue_cafe_5f3cca31
prologue_cafe_b902b678		She hands me some money.	game/script.rpy	871		prologue_cafe_b902b678
prologue_cafe_69742641	an	For the gelato too.	game/script.rpy	873		prologue_cafe_69742641
prologue_cafe_d1d55f34	li	I can't take this. I have money.	game/script.rpy	875		prologue_cafe_d1d55f34
prologue_cafe_1205a719	an	I can't spoil my sister? Nonsense.	game/script.rpy	878		prologue_cafe_1205a719
prologue_cafe_22fb11d4		Anjali refers to me as a sister rather than her sister-in-law. That means a lot to me. 	game/script.rpy	881		prologue_cafe_22fb11d4
prologue_cafe_58cff27e	li	Thank you.	game/script.rpy	883		prologue_cafe_58cff27e
prologue_cafe_45d3da1a	an	Have fun!	game/script.rpy	885		prologue_cafe_45d3da1a
prologue_cafe_167cc953		I thank Anjali one more time before leaving the lobby. 	game/script.rpy	888		prologue_cafe_167cc953
prologue_cafe_0bc35d1c		"The streets are quiet, and there is barely anyone traversing them. I follow Anjali's directions and arrive at Lady Lacy's Sweet Shoppe but it's closed. There's a sign on the door that says:"	game/script.rpy	897		prologue_cafe_0bc35d1c
prologue_cafe_50747acb		Family Emergency. We'll be open again tomorrow.	game/script.rpy	901		prologue_cafe_50747acb
prologue_cafe_b3126275		"I guess I can pick up some food at the grocery store to make for lunch. Though, gelato really did sound good..."	game/script.rpy	904		prologue_cafe_b3126275
prologue_cafe_46372737		"Leighton's Milk and Grocery store is stocked to the top with local delicacies. Their selection of homemade pies is impressive, but what I'm here for is something much more savory. "	game/script.rpy	909		prologue_cafe_46372737
prologue_cafe_eba43280		"Maybe fresh cold cuts and chips? Or, how about a roast beef? I'm sure the oven in my cabin works well. Oh, and I need to pick up some bread for Anjali. "	game/script.rpy	912		prologue_cafe_eba43280
prologue_cafe_e509720e		"I turn down into the bread aisle, only to stop in surprise. The man from earlier is there. "	game/script.rpy	915		prologue_cafe_e509720e
prologue_cafe_1728a46e		He's fiddling with his scarf in one hand and the other holds up a loaf of wheat bread. I instinctively take a step back and turn on my heels when I realize that being in this aisle is unavoidable.	game/script.rpy	920		prologue_cafe_1728a46e
prologue_cafe_b7969095		"Anjali wants bread. Ok, fine. I can do this."	game/script.rpy	923		prologue_cafe_b7969095
prologue_cafe_fdb890c9		"I pick up a loaf of white bread and flip it over to read its contents. But really, I'm looking at the man from the corner of my eye. His stature, lazily hunched over a package of plain bagels, tells me that he's young. That and the expensive name brand headphones that are peaking out of his winter hat. "	game/script.rpy	927		prologue_cafe_fdb890c9
prologue_cafe_1d2775b3		"For a moment we meet eyes. He looks up at me, dropping the package into his shopping cart with purpose. I look away quickly. Does he recognize me?"	game/script.rpy	930		prologue_cafe_1d2775b3
prologue_cafe_0c4499c3		"I expect him to look away too, but he doesn't. I feel his steady gaze on my back. It's a little unsettling. That must be how he feels with me staring at him."	game/script.rpy	934		prologue_cafe_0c4499c3
prologue_cafe_6c21b689		Fine. Point taken. I drop the white bread into my shopping cart and head into the next aisle. All but forgetting why I'm here in the first place. I'm hungry!	game/script.rpy	936		prologue_cafe_6c21b689
prologue_cafe_6dc695fd		I'm in the cereal aisle. Whatever. That'll do. I grab the fruitiest thing I can off the shelf and try to find the milk. I purposely traverse the aisles slowly so I can steal glances at the stranger to assure that he doesn't approach me. 	game/script.rpy	941		prologue_cafe_6dc695fd
prologue_cafe_40418643		He doesn't. Thank goodness. I don't think I can deal with another old lady yelling at me today.	game/script.rpy	944		prologue_cafe_40418643
chapterOne_cc68e18e		"I open the box of cereal and eat it as I'm walking. The cell service isn't the best here, and I'm struggling to maintain an internet connection long enough to check my social media. "	game/script.rpy	955		chapterOne_cc68e18e
chapterOne_dd4df6db		It's no use. 	game/script.rpy	958		chapterOne_dd4df6db
chapterOne_a7a3cc59		"The walk back to the Inn is uneventful. But, Riversone seems like a pretty uneventful place in itself. It's why I chose to come here. "	game/script.rpy	961		chapterOne_a7a3cc59
chapterOne_8a52ad13	li	I'm back!	game/script.rpy	966		chapterOne_8a52ad13
chapterOne_7c6b8d30		"I chime in happily as I take off my earmuffs and scarf. Even though there's no snow on the ground, it's still pretty cold out."	game/script.rpy	969		chapterOne_7c6b8d30
chapterOne_16ac634e		Anjali looks frazzled. She sighs when she notices me. 	game/script.rpy	975		chapterOne_16ac634e
chapterOne_d6a63965		"Standing in front of her is the man from both the train and the grocery store, but this time the stranger has managed to take off his hat and has pulled the scarf down from covering his mouth. "	game/script.rpy	982		chapterOne_d6a63965
chapterOne_832ec114		"Involuntarily, I gasp. I know this man. Not from the train, or from the grocery store. I know him from somewhere else entirely."	game/script.rpy	984		chapterOne_832ec114
chapterOne_b1e7e3f9		Archer Lane. 	game/script.rpy	989		chapterOne_b1e7e3f9
chapterOne_44468ea1		"At least, his doppleganger. I rub my eyes to get a better look at him. I'm finding it hard to believe the man I've been avoiding looks exactly like pop sensation, Archer Lane. I mean, why haven't I noticed this until now?"	game/script.rpy	992		chapterOne_44468ea1
chapterOne_775acc70		"Anjali stretches an arm out to me to grab my attention. I realize that my eyes are trained on the disgruntled man for a little too long, and seeing Anjali snap her fingers jolts me out of my thoughts. "	game/script.rpy	995		chapterOne_775acc70
chapterOne_2eac1114		She carries on the conversation as if I hadn't just been gawking at the celebrity look-alike.I bite my lip and look away from both of them. 	game/script.rpy	998		chapterOne_2eac1114
chapterOne_47994966	an	Good. You're here.	game/script.rpy	1000	Anjali11	chapterOne_47994966
chapterOne_6ecd04f3		Anjali turns to the man with her warming smile adorned proudly on her face. 	game/script.rpy	1004		chapterOne_6ecd04f3
chapterOne_35d7ad29	an	This is Lilah. She'll be the only one in and out of your room to clean it and-	game/script.rpy	1007		chapterOne_35d7ad29
chapterOne_24252418		The man cuts her off mid sentence. 	game/script.rpy	1011		chapterOne_24252418
chapterOne_faa1dc85	que	I don't need any cleaning done. I'll leave my dirty bed sheets and towels in the hallway. I can take care of everything else.	game/script.rpy	1015	A02	chapterOne_faa1dc85
chapterOne_eeb5da4c	an	And toiletries? Will you need someone to restock your room?	game/script.rpy	1019		chapterOne_eeb5da4c
chapterOne_c963fffb		The man looks annoyed at Anjali's perfectly reasonable question. Rude. There is no way that this guy can be the celebrity that people gush over. But his look is definitely convincing.	game/script.rpy	1024		chapterOne_c963fffb
chapterOne_b360fede		"Anjali looks unperturbed, a seasoned veteran at dealing with insulting behavior. If not for her, I'd be telling that guy to watch his tone. No need to be so snippy about everything when Anjali is being perfectly hospitable"	game/script.rpy	1027		chapterOne_b360fede
chapterOne_03da310a	que	"Lilah, was it? She can bring those to me when she supplies me with clean sheets. Also, access to your kitchen facilities will be helpful."	game/script.rpy	1030	A03	chapterOne_03da310a
chapterOne_61f5ceb0		"This is a lot to take in and kind of strange frankly. If the man notices me from earlier, he doesn't mention it. Am I supposed to? Is that socially acceptable? What now? "	game/script.rpy	1035		chapterOne_61f5ceb0
chapterOne_90d6d9e3	an	"I assume this is all in your paperwork, Mr. Lane? A nondisclosure agreement and your rules for staying here that we must comply with?"	game/script.rpy	1037		chapterOne_90d6d9e3
chapterOne_ca02065e		Irving Prince is actually Archer Lane? I pull on my ear lobe. Did I just hear Anjali right?	game/script.rpy	1040		chapterOne_ca02065e
chapterOne_968737e4	li	Mr.Lane? You mean he isn't just some look alike?	game/script.rpy	1042	L11	chapterOne_968737e4
chapterOne_744e9fbd		"Of course he isn't. A look alike wouldn't carry himself with so much authority. It baffles me how I didn't notice this sooner. The mystery man who caused a scene on the train for me is a celebrity. A rude one, at that. "	game/script.rpy	1045		chapterOne_744e9fbd
chapterOne_5c0cc0ad		The man lets out an aggravated sigh. 	game/script.rpy	1048		chapterOne_5c0cc0ad
chapterOne_3fe281cb	ar	"Yes, I'm Archer Lane. Stop gawking. My nondisclosure agreement is in the paperwork packet I handed to your boss. It details my conditions for staying here, the gist being not to enter my room without permission, not taking any pictures or videos of me, and not leaking my whereabouts or personal information to the public. I will not stay otherwise."	game/script.rpy	1051	A04	chapterOne_3fe281cb
chapterOne_583f164c	an	"I've signed it. Lilah, you'll need to sign it as well."	game/script.rpy	1055		chapterOne_583f164c
chapterOne_d2d80f41		Anjali hands me the packet in question. My hands are shaking as I flip through the documents and I don't know why. 	game/script.rpy	1059		chapterOne_d2d80f41
chapterOne_10ec450c		"The rules are what I'd imagine are standard for a nondisclosure agreement, but also for a decent human being. For example, things like not going into Archer's room without permission or not taking something from him. "	game/script.rpy	1062		chapterOne_10ec450c
chapterOne_22f24e3e		"I know I shouldn't be, but I'm offended that Archer assumes I'm like that. Even if it is standard procedure, I respect people's privacy. I'm a decent human being."	game/script.rpy	1065		chapterOne_22f24e3e
chapterOne_d21a2d28	li	Uhm...	game/script.rpy	1067	L12	chapterOne_d21a2d28
chapterOne_3ac57478		I struggle to find the words to say right now. 	game/script.rpy	1070		chapterOne_3ac57478
chapterOne_c2adaac8	an	Lilah? Are you hesitant to sign the agreement?	game/script.rpy	1072	Anjali12	chapterOne_c2adaac8
chapterOne_30e8f619	li	"I'm sorry, it's just very hard to believe all of this. I mean, just a few hours ago Archer was on the train with me and he had drawn everyone's attention to me as if I was some bad guy."	game/script.rpy	1074		chapterOne_30e8f619
chapterOne_8d4ea306	ar	Were you not ogling me in the grocery store?	game/script.rpy	1078	A05	chapterOne_8d4ea306
chapterOne_fdf2151b		"He poses the question as if to say, ""we're even,"" but clearly those are two different scales. Besides, ogling isn't the word I would use!"	game/script.rpy	1082		chapterOne_fdf2151b
chapterOne_b76cd593	li	T-hat was different! I was just trying to buy some lunch. You were in the aisle where my food was...	game/script.rpy	1085	L13	chapterOne_b76cd593
chapterOne_798721ab		"Anjali puts her hand up, saving me from my embarrassing rambling. "	game/script.rpy	1088		chapterOne_798721ab
chapterOne_fbcac49d	an	Mr.Lane has a right to his privacy. We won't go against his wishes. Correct?	game/script.rpy	1091		chapterOne_fbcac49d
chapterOne_c8211f98		"I shrink back, not wanting to disappoint her. "	game/script.rpy	1095		chapterOne_c8211f98
chapterOne_a342699b	li	I guess...	game/script.rpy	1097		chapterOne_a342699b
chapterOne_53a7c2f2	an	"Mr. Lane, I assure you that Lilah won't be a problem. She'll aid you to the best of her abilities. You just need to ask."	game/script.rpy	1100		chapterOne_53a7c2f2
chapterOne_c811881c	ar	I don't need a teenage girl in control of my stay.	game/script.rpy	1102	A06	chapterOne_c811881c
chapterOne_31197dff	li	"I'm not a teenager. I'm twenty two. Dude, I've got a college degree."	game/script.rpy	1106		chapterOne_31197dff
chapterOne_a54dab3e		"Because, Archer seems like the kind of guy that needs my qualifications to assert that I can do a decent job."	game/script.rpy	1109		chapterOne_a54dab3e
chapterOne_2f0258a8		Archer begins to laugh and then swipes at his eyes as if drying tears. 	game/script.rpy	1114	A07	chapterOne_2f0258a8
chapterOne_6edd166d	li	Hey! What's so funny about that?	game/script.rpy	1117	L14	chapterOne_6edd166d
chapterOne_267ee5a0	ar	You were listening to my album on the train.	game/script.rpy	1120	A08	chapterOne_267ee5a0
chapterOne_67f468a0		I can feel my face heat up. Did he see me listening to his song? I wasn't even near him! 	game/script.rpy	1125		chapterOne_67f468a0
chapterOne_c75be002	li	He-y! How did you know that?	game/script.rpy	1127		chapterOne_c75be002
chapterOne_cbce31f2		Archer smirks but doesn't answer me. He definitely saw me on his way out of the train. That has to be it...	game/script.rpy	1130		chapterOne_cbce31f2
chapterOne_4a0e5adf		"Anjali steps in front of us, her arms crossed over her chest. She looks more concerned than angry."	game/script.rpy	1133		chapterOne_4a0e5adf
chapterOne_bf8ad4db	an	How many times have you two run into each other exactly?	game/script.rpy	1135		chapterOne_bf8ad4db
chapterOne_227705a6	li	"Twice. He was that guy on the train I was telling you about earlier. Except, I didn't know he was Archer Lane because there was a scarf covering his face."	game/script.rpy	1138		chapterOne_227705a6
chapterOne_3009bc25	ar	"That's the point. I'm in hiding. I want a few weeks to myself without any paparazzi bugging me. If that's going to be a problem, I'll check in somewhere else."	game/script.rpy	1142	A09	chapterOne_3009bc25
chapterOne_e0260503	an	"Will it be, Lilah?"	game/script.rpy	1145		chapterOne_e0260503
chapterOne_1e4070d4		Her stare is fierce and I look down at my boots. 	game/script.rpy	1148		chapterOne_1e4070d4
chapterOne_cd6ec995	li	"No, I'll be good."	game/script.rpy	1152		chapterOne_cd6ec995
chapterOne_360231c5		Archer waves the paper in the air. So much for some respect. 	game/script.rpy	1155		chapterOne_360231c5
chapterOne_952c8f4c	ar	"I'll basically be invisible. You don't have to worry about me. But, I need written proof of your intentions."	game/script.rpy	1158	A10	chapterOne_952c8f4c
chapterOne_6246e183	li	How do I know that I'm not signing my life away?	game/script.rpy	1162		chapterOne_6246e183
chapterOne_d5ec7e17		"This whole thing is surreal. Archer Lane is standing right in front of me, but it doesn't feel like I'm looking at a mega star. He just seems like a regular smug dude, minus the non-disclosure agreement he's waving in my face."	game/script.rpy	1166		chapterOne_d5ec7e17
chapterOne_2a8b0655	ar	You're not if you follow some simple rules.	game/script.rpy	1169	A11	chapterOne_2a8b0655
chapterOne_9335b010	li	I'm giving you my word. Is that not enough?	game/script.rpy	1172		chapterOne_9335b010
chapterOne_a3ff84fb		"He cuts me off abruptly, as he seems to have a habit of doing. "	game/script.rpy	1175		chapterOne_a3ff84fb
chapterOne_3d07f467	ar	It's not.	game/script.rpy	1178	A12	chapterOne_3d07f467
chapterOne_27c53745		He looks at Anjali who softens her gaze. 	game/script.rpy	1183		chapterOne_27c53745
chapterOne_c996f976	an	"I apologize, Mr. Lane. I promise that Lilah and I both have your best interest in mind as our guest. Please bring your stuff upstairs. Anyone who doesn't sign your agreement will not have access to you or your room."	game/script.rpy	1185		chapterOne_c996f976
chapterOne_4dc2b849	ar	Thank you. That's all I ask.	game/script.rpy	1188	A13	chapterOne_4dc2b849
chapterOne_4f6c4bf5		"I swear I see a glare shot in my direction. Whatever Archer, I'm not a fan of yours either. "	game/script.rpy	1192		chapterOne_4f6c4bf5
chapterOne_dff7a417		Archer grabs his bags and begins carrying them up the stairs with little fuss. 	game/script.rpy	1196		chapterOne_dff7a417
chapterOne_d3ee0ac8		"When she's sure he's out of view, Anjali looks at me with a frown. I grin sheepishly at her, but she's having none of it. Anjali lets out a huff. "	game/script.rpy	1205		chapterOne_d3ee0ac8
chapterOne_6bfb5b82	an	Don't give Archer a hard time.	game/script.rpy	1207		chapterOne_6bfb5b82
chapterOne_a7e649c7	li	I'm really not trying to. I'm sorry if it came across that way.	game/script.rpy	1210		chapterOne_a7e649c7
chapterOne_e20b4127	an	"I understand that this may be a shock to you. Honestly, I'm shocked too. Archer Lane is staying at my Inn! I've never had a prolific guest here before."	game/script.rpy	1213		chapterOne_e20b4127
chapterOne_fb851959		She steps closer to me and pushes my bangs out of my face gently. I smile weakly at her.	game/script.rpy	1217		chapterOne_fb851959
chapterOne_09578bcf	an	"I also know that it's a tough time of year with Craig gone. But, Archer doesn't know that. So don't take out your frustrations out on him in the future if you feel upset."	game/script.rpy	1219		chapterOne_09578bcf
chapterOne_b9135d71		I keep forgetting that the world doesn't stop spinning even if it feels like my world has ceased motion sometimes.	game/script.rpy	1223		chapterOne_b9135d71
chapterOne_8a345396	li	"So you're saying to sign his agreement, then. It wasn't my intention not to. I just...I don't know."	game/script.rpy	1225		chapterOne_8a345396
chapterOne_9676317b	an	"Honey, I get it. But you have to give Archer a chance. You didn't say it, but I saw by the look on your face that he might not be the ideal guest you were hoping for. This is business, we ignore our feelings of dread."	game/script.rpy	1227		chapterOne_9676317b
chapterOne_cf3dfa62	li	"It's just that I'm confused, overwhelmed, and a little bit disappointed with the idea of having to work with someone who is so arrogant. But that's on me I guess, not him."	game/script.rpy	1229		chapterOne_cf3dfa62
chapterOne_f65fe9c7	an	"He's protecting himself and what he's built. I don't blame him. But the fact of the matter is, Archer is our guest. He will not stay without that agreement being signed. All we have to do is make sure his stay is pleasant."	game/script.rpy	1232		chapterOne_f65fe9c7
chapterOne_2d3c16a5		"I groan. She's right. It's way too late now for Anjali to get any more customers if we let Archer walk out. Something tells me that even though Riversone is gorgeous, it isn't bustling with people looking for a place to stay. I'll sign that agreement. "	game/script.rpy	1235		chapterOne_2d3c16a5
chapterOne_44814644	li	"He's going to be so annoying to deal with, Anjali..."	game/script.rpy	1238		chapterOne_44814644
chapterOne_58d86e4c	an	"That's my girl. If you just keep being the person that I know you are, you won't have a problem dealing with Archer. I know you mean well. "	game/script.rpy	1241		chapterOne_58d86e4c
chapterOne_2eddce40	li	I didn't yell at him. I should get points for that.	game/script.rpy	1244		chapterOne_2eddce40
chapterOne_547b86de		She lets out a small laugh. 	game/script.rpy	1249		chapterOne_547b86de
chapterOne_672a026d	an	"This is that game where the points don't matter, Lilah."	game/script.rpy	1251		chapterOne_672a026d
chapterOne_21943a8f		She winks and hands me the thick packet of paper.	game/script.rpy	1254		chapterOne_21943a8f
chapterOne_9ec656c0		I pick up a pen from the front desk and sign my name as neatly as I can. I don't want Archer Lane to think I have bad penmanship. I slide the document back to Anjali when it has my name scrawled across it in thin blue ink. 	game/script.rpy	1258		chapterOne_9ec656c0
chapterOne_b133f9a6	an	"Thank you. Now, why don't you bring this agreement up to Mr.Lane? He's staying in the first room by the top of the steps."	game/script.rpy	1261		chapterOne_b133f9a6
chapterOne_1409c687		"I don't know if I want to. Archer seemed to be annoyed by my presence and if I bring him the document I'll have to face him again. But if I don't bring him the agreement, what will that show about who I am as a person? "	game/script.rpy	1264		chapterOne_1409c687
chapterOne_a5947a7c		I don't know what I should do. 	game/script.rpy	1267		chapterOne_a5947a7c
chapter1_Agreement_Yes_2ba46a0c	li	"Fine, but only because I love you."	game/script.rpy	1277	L15	chapter1_Agreement_Yes_2ba46a0c
chapter1_Agreement_Yes_23bb21e6		"It's also because I know this is something I owe Archer. A peace offering, if I may. "	game/script.rpy	1280		chapter1_Agreement_Yes_23bb21e6
chapter1_Agreement_Yes_86826cb3	an	"Thank you, dear. When you come down, we can hang out and catch up on things. I want to hear all about this movie premiere your mom told me about."	game/script.rpy	1283		chapter1_Agreement_Yes_86826cb3
chapter1_Agreement_Yes_bdd22607		I drag my feet to the stairs. 	game/script.rpy	1287		chapter1_Agreement_Yes_bdd22607
chapter1_Agreement_Yes_9ff62528	li	"Trust me, it's not that exciting."	game/script.rpy	1290		chapter1_Agreement_Yes_9ff62528
chapter1_Agreement_Yes_a755c922	an	I'm sure it is. Your mother seemed very proud of you when she told me about it over the phone.	game/script.rpy	1293		chapter1_Agreement_Yes_a755c922
chapter1_Agreement_Yes_9b701dfc	li	"As moms do, Anjali."	game/script.rpy	1296		chapter1_Agreement_Yes_9b701dfc
chapter1_Agreement_Yes_e6552630		I give Anjali a slight nod to let her know that we'll continue this conversation if I've survived my time in the dragon's den. 	game/script.rpy	1299		chapter1_Agreement_Yes_e6552630
chapter1_Agreement_Yes_c1c3dcff		I take a minute to admire the decor of the inn. Anjali has done a nice job making it feel homey.	game/script.rpy	1305		chapter1_Agreement_Yes_c1c3dcff
chapter1_Agreement_Yes_4141ebdd		I'm surprised Archer hasn't complained about his room being right next to the staircase. Easy access to his belongings or something like that. I roll my eyes just thinking about it. 	game/script.rpy	1308		chapter1_Agreement_Yes_4141ebdd
chapter1_Agreement_Yes_e330780c		"All of a sudden I'm nervous. I know I need to be a big girl, but anxiety creeps in. "	game/script.rpy	1311		chapter1_Agreement_Yes_e330780c
chapter1_Agreement_Yes_b0a8355c		The door opens. Archer looks unimpressed as he leans lazily against the door frame. 	game/script.rpy	1318		chapter1_Agreement_Yes_b0a8355c
chapter1_Agreement_Yes_b78cf4c7	ar	Don't look at me like that. I heard you walking up the stairs.	game/script.rpy	1325	A14	chapter1_Agreement_Yes_b78cf4c7
chapter1_Agreement_Yes_458febca		"Ah, so that's why he wanted a room near the staircase. "	game/script.rpy	1329		chapter1_Agreement_Yes_458febca
chapter1_Agreement_Yes_d5895be8	ar	"What is it you want? I told you my terms. Until you sign that document, we have nothing to discuss."	game/script.rpy	1332	A15	chapter1_Agreement_Yes_d5895be8
chapter1_Agreement_Yes_0e85b388		I hold the packet out to him. 	game/script.rpy	1338		chapter1_Agreement_Yes_0e85b388
chapter1_Agreement_Yes_3bf23149	li	"Here it is, your highness. I'm at your service, or whatever."	game/script.rpy	1340		chapter1_Agreement_Yes_3bf23149
chapter1_Agreement_Yes_04278a2c		"Archer has a satisfied smirk on his face. Ugh, I want to punch him so bad but Anjali might demote me from sister status if I do. "	game/script.rpy	1344		chapter1_Agreement_Yes_04278a2c
chapter1_Agreement_Yes_0f4584a6	ar	You read it carefully?	game/script.rpy	1347	A16	chapter1_Agreement_Yes_0f4584a6
chapter1_Agreement_Yes_f46c4ba0		"I thumbed through it. Does that count? Eh, Archer doesn't need to know that. I think he made himself pretty clear with what he expects from me. "	game/script.rpy	1351		chapter1_Agreement_Yes_f46c4ba0
chapter1_Agreement_Yes_dd447f45	li	Yeah. I won't even look at you after this conversation. You leave your dirty sheets or whatever in the hall and I'll bring the replacement toiletries to your room. Should we have a drop off service? I just leave them in the hall and knock 3 times?	game/script.rpy	1354		chapter1_Agreement_Yes_dd447f45
chapter1_Agreement_Yes_3c749781		He rolls his eyes.	game/script.rpy	1357		chapter1_Agreement_Yes_3c749781
