Identifier	Character	Dialogue	Filename	Line Number	Filename	Identifier
chapterOne_common_9401cd90	li	You put out the ornament I gave you all those years ago?	game/script.rpy	635		chapterOne_common_9401cd90
chapterOne_common_3451be21	an	"Of course. I've put it out every year since you've given it to me. It's the real star of the tree, topper aside."	game/script.rpy	637	Anjali10	chapterOne_common_3451be21
chapterOne_common_3d7909cb		Anjali hangs her coat up on a nearby coat rack and walks over to me. She places a comforting hand on my shoulder. 	game/script.rpy	640		chapterOne_common_3d7909cb
chapterOne_common_42fabc4e	an	Are you okay?	game/script.rpy	642		chapterOne_common_42fabc4e
chapterOne_common_be1fe84b	li	"Yeah. It's just that it's so different from home. Mom is going through the motions of putting out our ornaments, but the sparkle behind her eyes is gone. Your eyes still sparkle when you talk about the sentimental things."	game/script.rpy	644	L8	chapterOne_common_be1fe84b
chapterOne_common_25055012	an	Your mother has lost a child. That isn't something anyone but a parent could comprehend. You have to give her time.	game/script.rpy	646		chapterOne_common_25055012
chapterOne_common_c28e9861	li	Will time ever be enough?	game/script.rpy	648	L9	chapterOne_common_c28e9861
chapterOne_common_c9aa39c0	an	"Maybe. Maybe not. But your mom is strong. She can get through anything, I know it."	game/script.rpy	650		chapterOne_common_c9aa39c0
chapterOne_common_1573e8af		"Anjali places a kiss on the top of my head before sliding behind the front desk. She's right, but it's hard waiting for things to go back to normal. I miss the mother I knew five years ago. "	game/script.rpy	655		chapterOne_common_1573e8af
chapterOne_common_77d1a9ac	an	"Ms.Scott, reservation for 1?"	game/script.rpy	662		chapterOne_common_77d1a9ac
chapterOne_common_30425187		I roll my eyes. Anjali is trying to make me smile and I applaud her effort. I feign shock. 	game/script.rpy	665		chapterOne_common_30425187
chapterOne_common_cd2d4af0	li	I made no such thing.	game/script.rpy	667		chapterOne_common_cd2d4af0
chapterOne_common_d5d67ded		Anjali rolls her eyes in return but begins starting up the computer. 	game/script.rpy	671		chapterOne_common_d5d67ded
chapterOne_common_24e19a9b	an	Today I'm going to let you explore because you just got here. But tomorrow I want you up bright and early for work.	game/script.rpy	674		chapterOne_common_24e19a9b
chapterOne_common_7d8ebbce		Bright and early? Ugh. I'm not built for that.	game/script.rpy	678		chapterOne_common_7d8ebbce
chapterOne_common_817702db	an	"If you see our prolific guest, don't scare them away. I quite like the idea of having only one guest to deal with. Speaking of...that means you'll be the only one on shift."	game/script.rpy	681		chapterOne_common_817702db
chapterOne_common_41af3aa2	li	"That's alright. If I'm being honest with you, I think I want the quiet."	game/script.rpy	685		chapterOne_common_41af3aa2
chapterOne_common_389b3209		Anjali is typing furiously on the computer. She flashes me a smile before speaking. 	game/script.rpy	690		chapterOne_common_389b3209
chapterOne_common_383b1a78	an	Why not check out the place while we wait for Irving Prince? Put your stuff away and get comfortable.	game/script.rpy	692		chapterOne_common_383b1a78
chapterOne_common_2d772264		It's not a bad idea. I should drop my stuff off in my cabin and settle in. I take the keys that Anjali offers me.	game/script.rpy	695		chapterOne_common_2d772264
chapterOne_common_91b59417	an	The smaller cabin on the left is yours. Dial 648 on the phone to reach the front desk and 949 to reach my cabin. I'll be here doing a quick maintenance check before our guest arrives.	game/script.rpy	698		chapterOne_common_91b59417
chapterOne_common_4ba21410	li	What about wifi? I need to be connected to the internet.	game/script.rpy	701		chapterOne_common_4ba21410
chapterOne_common_831277f7	an	"The signal is weak back there, so you'll have to be in the lobby to connect. But, I doubt you'll be worrying so much when you realize what there is to do around here in the winter."	game/script.rpy	705		chapterOne_common_831277f7
chapterOne_common_7015ba36	li	But what about at night when I want to stream a movie?	game/script.rpy	709	L10	chapterOne_common_7015ba36
chapterOne_common_d0b623c9	an	"We have a dvd player. Make use of that, or stream from the lobby."	game/script.rpy	712		chapterOne_common_d0b623c9
chapterOne_common_c609655b		I groan but Anjali shoos me off so she can finish her work.	game/script.rpy	715		chapterOne_common_c609655b
chapterOne_common_05b1d45e		"The walk to my cabin is short. Inside, it's beautiful. The cabin has a very rustic charm. There is only one floor, but it has everything I'll need including a bedroom, bathroom, living area and kitchen."	game/script.rpy	722		chapterOne_common_05b1d45e
chapterOne_common_96ce7fb1		"I lean my suitcase against the counter in the kitchen and sit at one of the high barstools. This is the perfect place to sit with my coffee and write film scripts. That is, if inspiration strikes again. "	game/script.rpy	725		chapterOne_common_96ce7fb1
chapterOne_common_1b0213e8		"I spent years on my first film, Snowdrop. Yet, no one seemed to even bat an eyelash when it was released. I just wonder if making a new film will have the same result. Maybe being in the mountains a bit will benefit me. Who knows? I could use the creative juices."	game/script.rpy	728		chapterOne_common_1b0213e8
chapterOne_common_18d220fa		"I have the day off, at least for a few hours. While I'd love to explore, I need to jot some things down before I forget. My mind wanders to the stranger from the train. "	game/script.rpy	731		chapterOne_common_18d220fa
chapterOne_common_f7a68036		"What's his story? Er...world class super spy who was following the old woman around? She must have been a world class information broker for a secret organization! Well, probably not. But it'd be fun to write about. "	game/script.rpy	734		chapterOne_common_f7a68036
chapterOne_common_df944397		"I pull my notebook out from my bookbag and scrawl ""Identity"" across the top of the first available blank page. A movie about one's self. How we see ourselves versus how others see us. And it all starts with a guy on the train. "	game/script.rpy	737		chapterOne_common_df944397
chapterOne_common_418d4385		No! Even better. I'll tell his story through the perspective of the girl who watches the events unfold. It'll be a good juxtaposition of the two seemingly different narratives. 	game/script.rpy	740		chapterOne_common_418d4385
chapterOne_common_1f7761dc		"I scribble all of my ideas down before slamming my notebook shut. I should explore Riversone before it gets dark. It wouldn't hurt to know my way around. If I remember my research of the small town correctly, everything closes early. "	game/script.rpy	748		chapterOne_common_1f7761dc
chapterOne_common_0e41f95a		I hop off of the tall barstool and head out to tell Anjali of my plans. 	game/script.rpy	751		chapterOne_common_0e41f95a
chapterOne_common_31ee1c19		Anjali is still fumbling with the computer when I make my way into the lobby of the Red Turtleneck Inn.	game/script.rpy	757		chapterOne_common_31ee1c19
chapterOne_common_3fe956fb		She looks up with a small smile and waves me over. 	game/script.rpy	759		chapterOne_common_3fe956fb
chapterOne_common_0b40b72e	an	So how do you like your accommodations?	game/script.rpy	761		chapterOne_common_0b40b72e
chapterOne_common_88d89769	li	"They're amazing. Honestly, a breath of fresh air. There's something about looking outside of your window and seeing a vast forest that is so calming. Thanks again for letting me stay."	game/script.rpy	763		chapterOne_common_88d89769
chapterOne_common_39506986	an	"Anything for you. Besides like I said, I could use the help. Now, what are your plans?"	game/script.rpy	765		chapterOne_common_39506986
chapterOne_common_7450cdb8	li	I was hoping to check out the town before it gets dark. Do you have any suggestions of where I should check out?	game/script.rpy	767		chapterOne_common_7450cdb8
chapterOne_common_152b9b08	an	"Well, it depends. Are you hungry?"	game/script.rpy	769		chapterOne_common_152b9b08
chapterOne_common_fb43feb3		I grin sheepishly. Is she kidding me? Of course I am.	game/script.rpy	773		chapterOne_common_fb43feb3
chapterOne_common_f7e01088	li	Always.	game/script.rpy	775		chapterOne_common_f7e01088
chapterOne_common_15ddb6b7	an	"There's a small cafe and gelato shop to the west of here. I think it may be closed for the time being, if I'm not mistaken. East is a souvenir shop and a grocery store."	game/script.rpy	777		chapterOne_common_15ddb6b7
chapterOne_common_ddf16b20		Grocery Store! That way I can stock my fridge. It won’t hurt to be prepared. I say a quick goodbye to Anjali before leaving the lobby.	game/script.rpy	784		chapterOne_common_ddf16b20
chapterOne_grocery_9cd96d34		"Luckily, I'm able to find my way around Riversone relatively easily. I take my time walking around, letting the cold brisk air caress my cheeks."	game/script.rpy	801		chapterOne_grocery_9cd96d34
chapterOne_grocery_54a4afc5		"The scenery of Riversone is truly breathtaking. The tall trees are lush and green, the buildings are composed of a dulled red brick and the storefronts are all decorated with snowmen, reindeer, penguins and the like. "	game/script.rpy	804		chapterOne_grocery_54a4afc5
chapterOne_grocery_a4b9ee49		Riversone is a winter town just like in one of those cheesy romantic Christmas movies.	game/script.rpy	807		chapterOne_grocery_a4b9ee49
chapterOne_grocery_70752343		"Leighton's Milk and Grocery Store is stocked to the top with local delicacies. Their selection of homemade pies is impressive, but what I'm here for is something much more savory. Maybe fresh cold cuts and chips? Or, how about a roast beef? I'm sure the oven in my cabin works well. "	game/script.rpy	812		chapterOne_grocery_70752343
chapterOne_grocery_5117d62e		"I turn down into the meat aisle, only to stop in surprise. The man from the train is standing there. "	game/script.rpy	815		chapterOne_grocery_5117d62e
chapterOne_grocery_20c4b222		He's fiddling with his scarf in one hand while the other holds up a pack of organic chicken. I instinctively take a step back and turn on my heels to run. But then I realize that I need some food in this aisle if I want to eat.	game/script.rpy	820		chapterOne_grocery_20c4b222
chapterOne_grocery_4d87748d		Ok Lilah. Play it cool. You can do this. Cool as a cucumber.	game/script.rpy	823		chapterOne_grocery_4d87748d
chapterOne_grocery_1986ed28		"I pick up a package of chopped meat and flip it over to read the nutritional facts. Really, I'm looking at the man from the corner of my eye. His stature, lazily hunched over a package of cured beef, tells me that he's young. That and the expensive name brand headphones that are peaking out of his winter hat. "	game/script.rpy	826		chapterOne_grocery_1986ed28
chapterOne_grocery_f4d6e3fa		"For a moment we meet eyes. He looks up at me, dropping the package into his shopping cart casually. I look away quickly. Does he recognize me?"	game/script.rpy	829		chapterOne_grocery_f4d6e3fa
chapterOne_grocery_0c4499c3		"I expect him to look away too, but he doesn't. I feel his steady gaze on my back. It's a little unsettling. That must be how he feels with me staring at him."	game/script.rpy	833		chapterOne_grocery_0c4499c3
chapterOne_grocery_0413eedb		Fine. Point taken. I drop the packaged chopped meat back into the fridge where I got it from and head into the next aisle.	game/script.rpy	836		chapterOne_grocery_0413eedb
chapterOne_grocery_3473cfdf		"I almost forget why I'm here to begin with. I'm hungry! But I would rather get something else to eat than deal with this guy staring at me, even if I was staring at him first. My bad."	game/script.rpy	839		chapterOne_grocery_3473cfdf
chapterOne_grocery_2aa6872d		I'm in the cereal aisle. Whatever. That'll do. I grab the fruitiest thing I can off the shelf and try to find the milk. I purposely traverse the aisles slowly so I can steal glances at the stranger to assure he doesn't approach me.	game/script.rpy	844		chapterOne_grocery_2aa6872d
chapterOne_grocery_40418643		He doesn't. Thank goodness. I don't think I can deal with another old lady yelling at me today.	game/script.rpy	847		chapterOne_grocery_40418643
chapterOne_cafe_2f92afd6		Gelato sounds delicious right about now. I turn to tell Anjali a quick goodbye. 	game/script.rpy	853		chapterOne_cafe_2f92afd6
chapterOne_cafe_5f3cca31	an	Lilah! Wait! On your way back can you pick up some white bread for me? I can't have jam and toast in the morning without it.	game/script.rpy	857		chapterOne_cafe_5f3cca31
chapterOne_cafe_b902b678		She hands me some money.	game/script.rpy	860		chapterOne_cafe_b902b678
chapterOne_cafe_69742641	an	For the gelato too.	game/script.rpy	862		chapterOne_cafe_69742641
chapterOne_cafe_d1d55f34	li	I can't take this. I have money.	game/script.rpy	864		chapterOne_cafe_d1d55f34
chapterOne_cafe_1205a719	an	I can't spoil my sister? Nonsense.	game/script.rpy	867		chapterOne_cafe_1205a719
chapterOne_cafe_22fb11d4		Anjali refers to me as a sister rather than her sister-in-law. That means a lot to me. 	game/script.rpy	870		chapterOne_cafe_22fb11d4
chapterOne_cafe_58cff27e	li	Thank you.	game/script.rpy	872		chapterOne_cafe_58cff27e
chapterOne_cafe_45d3da1a	an	Have fun!	game/script.rpy	874		chapterOne_cafe_45d3da1a
chapterOne_cafe_167cc953		I thank Anjali one more time before leaving the lobby. 	game/script.rpy	877		chapterOne_cafe_167cc953
chapterOne_cafe_0bc35d1c		"The streets are quiet, and there is barely anyone traversing them. I follow Anjali's directions and arrive at Lady Lacy's Sweet Shoppe but it's closed. There's a sign on the door that says:"	game/script.rpy	886		chapterOne_cafe_0bc35d1c
chapterOne_cafe_50747acb		Family Emergency. We'll be open again tomorrow.	game/script.rpy	890		chapterOne_cafe_50747acb
chapterOne_cafe_b3126275		"I guess I can pick up some food at the grocery store to make for lunch. Though, gelato really did sound good..."	game/script.rpy	893		chapterOne_cafe_b3126275
chapterOne_cafe_46372737		"Leighton's Milk and Grocery store is stocked to the top with local delicacies. Their selection of homemade pies is impressive, but what I'm here for is something much more savory. "	game/script.rpy	898		chapterOne_cafe_46372737
chapterOne_cafe_eba43280		"Maybe fresh cold cuts and chips? Or, how about a roast beef? I'm sure the oven in my cabin works well. Oh, and I need to pick up some bread for Anjali. "	game/script.rpy	901		chapterOne_cafe_eba43280
chapterOne_cafe_e509720e		"I turn down into the bread aisle, only to stop in surprise. The man from earlier is there. "	game/script.rpy	904		chapterOne_cafe_e509720e
chapterOne_cafe_1728a46e		He's fiddling with his scarf in one hand and the other holds up a loaf of wheat bread. I instinctively take a step back and turn on my heels when I realize that being in this aisle is unavoidable.	game/script.rpy	909		chapterOne_cafe_1728a46e
chapterOne_cafe_b7969095		"Anjali wants bread. Ok, fine. I can do this."	game/script.rpy	912		chapterOne_cafe_b7969095
chapterOne_cafe_fdb890c9		"I pick up a loaf of white bread and flip it over to read its contents. But really, I'm looking at the man from the corner of my eye. His stature, lazily hunched over a package of plain bagels, tells me that he's young. That and the expensive name brand headphones that are peaking out of his winter hat. "	game/script.rpy	916		chapterOne_cafe_fdb890c9
chapterOne_cafe_1d2775b3		"For a moment we meet eyes. He looks up at me, dropping the package into his shopping cart with purpose. I look away quickly. Does he recognize me?"	game/script.rpy	919		chapterOne_cafe_1d2775b3
chapterOne_cafe_0c4499c3		"I expect him to look away too, but he doesn't. I feel his steady gaze on my back. It's a little unsettling. That must be how he feels with me staring at him."	game/script.rpy	923		chapterOne_cafe_0c4499c3
chapterOne_cafe_6c21b689		Fine. Point taken. I drop the white bread into my shopping cart and head into the next aisle. All but forgetting why I'm here in the first place. I'm hungry!	game/script.rpy	925		chapterOne_cafe_6c21b689
chapterOne_cafe_6dc695fd		I'm in the cereal aisle. Whatever. That'll do. I grab the fruitiest thing I can off the shelf and try to find the milk. I purposely traverse the aisles slowly so I can steal glances at the stranger to assure that he doesn't approach me. 	game/script.rpy	930		chapterOne_cafe_6dc695fd
chapterOne_cafe_40418643		He doesn't. Thank goodness. I don't think I can deal with another old lady yelling at me today.	game/script.rpy	933		chapterOne_cafe_40418643
chapterTwo_cc68e18e		"I open the box of cereal and eat it as I'm walking. The cell service isn't the best here, and I'm struggling to maintain an internet connection long enough to check my social media. "	game/script.rpy	944		chapterTwo_cc68e18e
chapterTwo_dd4df6db		It's no use. 	game/script.rpy	947		chapterTwo_dd4df6db
chapterTwo_a7a3cc59		"The walk back to the Inn is uneventful. But, Riversone seems like a pretty uneventful place in itself. It's why I chose to come here. "	game/script.rpy	950		chapterTwo_a7a3cc59
chapterTwo_8a52ad13	li	I'm back!	game/script.rpy	955		chapterTwo_8a52ad13
chapterTwo_7c6b8d30		"I chime in happily as I take off my earmuffs and scarf. Even though there's no snow on the ground, it's still pretty cold out."	game/script.rpy	958		chapterTwo_7c6b8d30
chapterTwo_16ac634e		Anjali looks frazzled. She sighs when she notices me. 	game/script.rpy	964		chapterTwo_16ac634e
chapterTwo_d6a63965		"Standing in front of her is the man from both the train and the grocery store, but this time the stranger has managed to take off his hat and has pulled the scarf down from covering his mouth. "	game/script.rpy	976		chapterTwo_d6a63965
chapterTwo_832ec114		"Involuntarily, I gasp. I know this man. Not from the train, or from the grocery store. I know him from somewhere else entirely."	game/script.rpy	978		chapterTwo_832ec114
chapterTwo_b1e7e3f9		Archer Lane. 	game/script.rpy	983		chapterTwo_b1e7e3f9
chapterTwo_44468ea1		"At least, his doppleganger. I rub my eyes to get a better look at him. I'm finding it hard to believe the man I've been avoiding looks exactly like pop sensation, Archer Lane. I mean, why haven't I noticed this until now?"	game/script.rpy	986		chapterTwo_44468ea1
chapterTwo_775acc70		"Anjali stretches an arm out to me to grab my attention. I realize that my eyes are trained on the disgruntled man for a little too long, and seeing Anjali snap her fingers jolts me out of my thoughts. "	game/script.rpy	989		chapterTwo_775acc70
chapterTwo_2eac1114		She carries on the conversation as if I hadn't just been gawking at the celebrity look-alike.I bite my lip and look away from both of them. 	game/script.rpy	992		chapterTwo_2eac1114
chapterTwo_47994966	an	Good. You're here.	game/script.rpy	994	Anjali11	chapterTwo_47994966
chapterTwo_6ecd04f3		Anjali turns to the man with her warming smile adorned proudly on her face. 	game/script.rpy	998		chapterTwo_6ecd04f3
chapterTwo_35d7ad29	an	This is Lilah. She'll be the only one in and out of your room to clean it and-	game/script.rpy	1001		chapterTwo_35d7ad29
chapterTwo_24252418		The man cuts her off mid sentence. 	game/script.rpy	1005		chapterTwo_24252418
chapterTwo_faa1dc85	que	I don't need any cleaning done. I'll leave my dirty bed sheets and towels in the hallway. I can take care of everything else.	game/script.rpy	1009	A02	chapterTwo_faa1dc85
chapterTwo_eeb5da4c	an	And toiletries? Will you need someone to restock your room?	game/script.rpy	1013		chapterTwo_eeb5da4c
chapterTwo_c963fffb		The man looks annoyed at Anjali's perfectly reasonable question. Rude. There is no way that this guy can be the celebrity that people gush over. But his look is definitely convincing.	game/script.rpy	1018		chapterTwo_c963fffb
chapterTwo_b360fede		"Anjali looks unperturbed, a seasoned veteran at dealing with insulting behavior. If not for her, I'd be telling that guy to watch his tone. No need to be so snippy about everything when Anjali is being perfectly hospitable"	game/script.rpy	1021		chapterTwo_b360fede
chapterTwo_03da310a	que	"Lilah, was it? She can bring those to me when she supplies me with clean sheets. Also, access to your kitchen facilities will be helpful."	game/script.rpy	1024	A03	chapterTwo_03da310a
chapterTwo_61f5ceb0		"This is a lot to take in and kind of strange frankly. If the man notices me from earlier, he doesn't mention it. Am I supposed to? Is that socially acceptable? What now? "	game/script.rpy	1029		chapterTwo_61f5ceb0
chapterTwo_90d6d9e3	an	"I assume this is all in your paperwork, Mr. Lane? A nondisclosure agreement and your rules for staying here that we must comply with?"	game/script.rpy	1031		chapterTwo_90d6d9e3
chapterTwo_ca02065e		Irving Prince is actually Archer Lane? I pull on my ear lobe. Did I just hear Anjali right?	game/script.rpy	1034		chapterTwo_ca02065e
chapterTwo_968737e4	li	Mr.Lane? You mean he isn't just some look alike?	game/script.rpy	1036	L11	chapterTwo_968737e4
chapterTwo_744e9fbd		"Of course he isn't. A look alike wouldn't carry himself with so much authority. It baffles me how I didn't notice this sooner. The mystery man who caused a scene on the train for me is a celebrity. A rude one, at that. "	game/script.rpy	1039		chapterTwo_744e9fbd
chapterTwo_5c0cc0ad		The man lets out an aggravated sigh. 	game/script.rpy	1042		chapterTwo_5c0cc0ad
chapterTwo_3fe281cb	ar	"Yes, I'm Archer Lane. Stop gawking. My nondisclosure agreement is in the paperwork packet I handed to your boss. It details my conditions for staying here, the gist being not to enter my room without permission, not taking any pictures or videos of me, and not leaking my whereabouts or personal information to the public. I will not stay otherwise."	game/script.rpy	1045	A04	chapterTwo_3fe281cb
chapterTwo_583f164c	an	"I've signed it. Lilah, you'll need to sign it as well."	game/script.rpy	1049		chapterTwo_583f164c
chapterTwo_d2d80f41		Anjali hands me the packet in question. My hands are shaking as I flip through the documents and I don't know why. 	game/script.rpy	1053		chapterTwo_d2d80f41
chapterTwo_10ec450c		"The rules are what I'd imagine are standard for a nondisclosure agreement, but also for a decent human being. For example, things like not going into Archer's room without permission or not taking something from him. "	game/script.rpy	1056		chapterTwo_10ec450c
chapterTwo_22f24e3e		"I know I shouldn't be, but I'm offended that Archer assumes I'm like that. Even if it is standard procedure, I respect people's privacy. I'm a decent human being."	game/script.rpy	1059		chapterTwo_22f24e3e
chapterTwo_d21a2d28	li	Uhm...	game/script.rpy	1061	L12	chapterTwo_d21a2d28
chapterTwo_3ac57478		I struggle to find the words to say right now. 	game/script.rpy	1064		chapterTwo_3ac57478
chapterTwo_c2adaac8	an	Lilah? Are you hesitant to sign the agreement?	game/script.rpy	1066	Anjali12	chapterTwo_c2adaac8
chapterTwo_30e8f619	li	"I'm sorry, it's just very hard to believe all of this. I mean, just a few hours ago Archer was on the train with me and he had drawn everyone's attention to me as if I was some bad guy."	game/script.rpy	1068		chapterTwo_30e8f619
chapterTwo_8d4ea306	ar	Were you not ogling me in the grocery store?	game/script.rpy	1072	A05	chapterTwo_8d4ea306
chapterTwo_fdf2151b		"He poses the question as if to say, ""we're even,"" but clearly those are two different scales. Besides, ogling isn't the word I would use!"	game/script.rpy	1076		chapterTwo_fdf2151b
chapterTwo_b76cd593	li	T-hat was different! I was just trying to buy some lunch. You were in the aisle where my food was...	game/script.rpy	1079	L13	chapterTwo_b76cd593
chapterTwo_798721ab		"Anjali puts her hand up, saving me from my embarrassing rambling. "	game/script.rpy	1082		chapterTwo_798721ab
chapterTwo_fbcac49d	an	Mr.Lane has a right to his privacy. We won't go against his wishes. Correct?	game/script.rpy	1085		chapterTwo_fbcac49d
chapterTwo_c8211f98		"I shrink back, not wanting to disappoint her. "	game/script.rpy	1089		chapterTwo_c8211f98
chapterTwo_a342699b	li	I guess...	game/script.rpy	1091		chapterTwo_a342699b
chapterTwo_53a7c2f2	an	"Mr. Lane, I assure you that Lilah won't be a problem. She'll aid you to the best of her abilities. You just need to ask."	game/script.rpy	1094		chapterTwo_53a7c2f2
chapterTwo_c811881c	ar	I don't need a teenage girl in control of my stay.	game/script.rpy	1096	A06	chapterTwo_c811881c
chapterTwo_31197dff	li	"I'm not a teenager. I'm twenty two. Dude, I've got a college degree."	game/script.rpy	1100		chapterTwo_31197dff
chapterTwo_a54dab3e		"Because, Archer seems like the kind of guy that needs my qualifications to assert that I can do a decent job."	game/script.rpy	1103		chapterTwo_a54dab3e
chapterTwo_2f0258a8		Archer begins to laugh and then swipes at his eyes as if drying tears. 	game/script.rpy	1108	A07	chapterTwo_2f0258a8
chapterTwo_6edd166d	li	Hey! What's so funny about that?	game/script.rpy	1111	L14	chapterTwo_6edd166d
chapterTwo_267ee5a0	ar	You were listening to my album on the train.	game/script.rpy	1114	A08	chapterTwo_267ee5a0
chapterTwo_67f468a0		I can feel my face heat up. Did he see me listening to his song? I wasn't even near him! 	game/script.rpy	1119		chapterTwo_67f468a0
chapterTwo_c75be002	li	He-y! How did you know that?	game/script.rpy	1121		chapterTwo_c75be002
chapterTwo_cbce31f2		Archer smirks but doesn't answer me. He definitely saw me on his way out of the train. That has to be it...	game/script.rpy	1124		chapterTwo_cbce31f2
chapterTwo_4a0e5adf		"Anjali steps in front of us, her arms crossed over her chest. She looks more concerned than angry."	game/script.rpy	1127		chapterTwo_4a0e5adf
chapterTwo_bf8ad4db	an	How many times have you two run into each other exactly?	game/script.rpy	1129		chapterTwo_bf8ad4db
chapterTwo_227705a6	li	"Twice. He was that guy on the train I was telling you about earlier. Except, I didn't know he was Archer Lane because there was a scarf covering his face."	game/script.rpy	1132		chapterTwo_227705a6
chapterTwo_3009bc25	ar	"That's the point. I'm in hiding. I want a few weeks to myself without any paparazzi bugging me. If that's going to be a problem, I'll check in somewhere else."	game/script.rpy	1136	A09	chapterTwo_3009bc25
chapterTwo_e0260503	an	"Will it be, Lilah?"	game/script.rpy	1139		chapterTwo_e0260503
chapterTwo_1e4070d4		Her stare is fierce and I look down at my boots. 	game/script.rpy	1142		chapterTwo_1e4070d4
chapterTwo_cd6ec995	li	"No, I'll be good."	game/script.rpy	1146		chapterTwo_cd6ec995
chapterTwo_360231c5		Archer waves the paper in the air. So much for some respect. 	game/script.rpy	1149		chapterTwo_360231c5
chapterTwo_952c8f4c	ar	"I'll basically be invisible. You don't have to worry about me. But, I need written proof of your intentions."	game/script.rpy	1152	A10	chapterTwo_952c8f4c
chapterTwo_6246e183	li	How do I know that I'm not signing my life away?	game/script.rpy	1156		chapterTwo_6246e183
chapterTwo_d5ec7e17		"This whole thing is surreal. Archer Lane is standing right in front of me, but it doesn't feel like I'm looking at a mega star. He just seems like a regular smug dude, minus the non-disclosure agreement he's waving in my face."	game/script.rpy	1160		chapterTwo_d5ec7e17
chapterTwo_2a8b0655	ar	You're not if you follow some simple rules.	game/script.rpy	1163	A11	chapterTwo_2a8b0655
chapterTwo_9335b010	li	I'm giving you my word. Is that not enough?	game/script.rpy	1166		chapterTwo_9335b010
chapterTwo_a3ff84fb		"He cuts me off abruptly, as he seems to have a habit of doing. "	game/script.rpy	1169		chapterTwo_a3ff84fb
chapterTwo_3d07f467	ar	It's not.	game/script.rpy	1172	A12	chapterTwo_3d07f467
chapterTwo_27c53745		He looks at Anjali who softens her gaze. 	game/script.rpy	1177		chapterTwo_27c53745
chapterTwo_c996f976	an	"I apologize, Mr. Lane. I promise that Lilah and I both have your best interest in mind as our guest. Please bring your stuff upstairs. Anyone who doesn't sign your agreement will not have access to you or your room."	game/script.rpy	1179		chapterTwo_c996f976
chapterTwo_4dc2b849	ar	Thank you. That's all I ask.	game/script.rpy	1182	A13	chapterTwo_4dc2b849
chapterTwo_4f6c4bf5		"I swear I see a glare shot in my direction. Whatever Archer, I'm not a fan of yours either. "	game/script.rpy	1186		chapterTwo_4f6c4bf5
chapterTwo_dff7a417		Archer grabs his bags and begins carrying them up the stairs with little fuss. 	game/script.rpy	1190		chapterTwo_dff7a417
chapterTwo_d3ee0ac8		"When she's sure he's out of view, Anjali looks at me with a frown. I grin sheepishly at her, but she's having none of it. Anjali lets out a huff. "	game/script.rpy	1199		chapterTwo_d3ee0ac8
chapterTwo_6bfb5b82	an	Don't give Archer a hard time.	game/script.rpy	1201		chapterTwo_6bfb5b82
chapterTwo_a7e649c7	li	I'm really not trying to. I'm sorry if it came across that way.	game/script.rpy	1204		chapterTwo_a7e649c7
chapterTwo_e20b4127	an	"I understand that this may be a shock to you. Honestly, I'm shocked too. Archer Lane is staying at my Inn! I've never had a prolific guest here before."	game/script.rpy	1207		chapterTwo_e20b4127
chapterTwo_fb851959		She steps closer to me and pushes my bangs out of my face gently. I smile weakly at her.	game/script.rpy	1211		chapterTwo_fb851959
chapterTwo_09578bcf	an	"I also know that it's a tough time of year with Craig gone. But, Archer doesn't know that. So don't take out your frustrations out on him in the future if you feel upset."	game/script.rpy	1213		chapterTwo_09578bcf
chapterTwo_b9135d71		I keep forgetting that the world doesn't stop spinning even if it feels like my world has ceased motion sometimes.	game/script.rpy	1217		chapterTwo_b9135d71
chapterTwo_8a345396	li	"So you're saying to sign his agreement, then. It wasn't my intention not to. I just...I don't know."	game/script.rpy	1219		chapterTwo_8a345396
chapterTwo_9676317b	an	"Honey, I get it. But you have to give Archer a chance. You didn't say it, but I saw by the look on your face that he might not be the ideal guest you were hoping for. This is business, we ignore our feelings of dread."	game/script.rpy	1221		chapterTwo_9676317b
chapterTwo_cf3dfa62	li	"It's just that I'm confused, overwhelmed, and a little bit disappointed with the idea of having to work with someone who is so arrogant. But that's on me I guess, not him."	game/script.rpy	1223		chapterTwo_cf3dfa62
chapterTwo_f65fe9c7	an	"He's protecting himself and what he's built. I don't blame him. But the fact of the matter is, Archer is our guest. He will not stay without that agreement being signed. All we have to do is make sure his stay is pleasant."	game/script.rpy	1226		chapterTwo_f65fe9c7
chapterTwo_2d3c16a5		"I groan. She's right. It's way too late now for Anjali to get any more customers if we let Archer walk out. Something tells me that even though Riversone is gorgeous, it isn't bustling with people looking for a place to stay. I'll sign that agreement. "	game/script.rpy	1229		chapterTwo_2d3c16a5
chapterTwo_44814644	li	"He's going to be so annoying to deal with, Anjali..."	game/script.rpy	1232		chapterTwo_44814644
chapterTwo_58d86e4c	an	"That's my girl. If you just keep being the person that I know you are, you won't have a problem dealing with Archer. I know you mean well. "	game/script.rpy	1235		chapterTwo_58d86e4c
chapterTwo_2eddce40	li	I didn't yell at him. I should get points for that.	game/script.rpy	1238		chapterTwo_2eddce40
chapterTwo_547b86de		She lets out a small laugh. 	game/script.rpy	1243		chapterTwo_547b86de
chapterTwo_672a026d	an	"This is that game where the points don't matter, Lilah."	game/script.rpy	1245		chapterTwo_672a026d
chapterTwo_21943a8f		She winks and hands me the thick packet of paper.	game/script.rpy	1248		chapterTwo_21943a8f
